Plaintext,Ciphertext
0x04d6,0x383f
0x04d7,0x388f
0x04d8,0x3c3b
0x04d9,0x3c8b
0x04da,0x8c3b
0x04db,0x3c3f
0x04dc,0x883f
0x04dd,0x888f
0x04de,0x388b
0x04df,0x383b
0x04e0,0x3661
0x04e1,0x8cb8
0x04e2,0x8601
0x04e3,0x8201
0x04e4,0x3601
0x04e5,0x8661
0x04e6,0x38f8
0x04e7,0x38b8
0x04e8,0x3605
0x04e9,0x3261
0x04ea,0x3665
0x04eb,0x3cf8
0x04ec,0x88f8
0x04ed,0x88b8
0x04ee,0x38be
0x04ef,0x38fe
0x04f0,0xd4ef
0x04f1,0xf818
0x04f2,0x1b11
0x04f3,0x1d11
0x04f4,0xd411
0x04f5,0xd911
0x04f6,0xe1e8
0x04f7,0xea18
0x04f8,0xd9e3
0x04f9,0xd9ef
0x04fa,0xd4e3
0x04fb,0xe3e8
0x04fc,0xe018
0x04fd,0xfc18
0x04fe,0xe3ea
0x04ff,0xe1ea
0x0500,0xeecb
0x0501,0xf91f
0x0502,0xb91f
0x0503,0xf95b
0x0504,0xf97b
0x0505,0xb9df
0x0506,0xeeef
0x0507,0xf9df
0x0508,0xcff3
0x0509,0xceef
0x050a,0xefb9
0x050b,0xe5ef
0x050c,0xf4df
0x050d,0xf41f
0x050e,0xe7f3
0x050f,0xeff3
0x0510,0xeec5
0x0511,0xf9ff
0x0512,0xb9ff
0x0513,0xf9bb
0x0514,0xf9fb
0x0515,0xb9fb
0x0516,0xeee1
0x0517,0xf4bb
0x0518,0xcee5
0x0519,0xcee1
0x051a,0xeee5
0x051b,0xe5e1
0x051c,0xf4fb
0x051d,0xf4ff
0x051e,0xe5e5
0x051f,0xe5c5
0x0520,0xdbef
0x0521,0xf018
0x0522,0x1411
0x0523,0x1911
0x0524,0x19d1
0x0525,0x14d1
0x0526,0xe2e8
0x0527,0xf0d8
0x0528,0xd4f3
0x0529,0xddef
0x052a,0xd9f3
0x052b,0xe6e8
0x052c,0xfad8
0x052d,0xfa18
0x052e,0xe1fa
0x052f,0xe3fa
0x0530,0xe2c5
0x0531,0xf0ff
0x0532,0xff5b
0x0533,0xf0bb
0x0534,0xf0fb
0x0535,0xff1b
0x0536,0xe2e1
0x0537,0xfabb
0x0538,0xdedb
0x0539,0xde7b
0x053a,0xe2e5
0x053b,0xdedf
0x053c,0xf75b
0x053d,0xff1f
0x053e,0xd57b
0x053f,0xe6c5
0x0540,0x6061
0x0541,0x8a58
0x0542,0x0001
0x0543,0x0a01
0x0544,0x0a91
0x0545,0x0091
0x0546,0x3018
0x0547,0x8a78
0x0548,0x6a41
0x0549,0x6a61
0x054a,0x6041
0x054b,0x3a18
0x054c,0x8078
0x054d,0x8058
0x054e,0x3ad8
0x054f,0x30d8
0x0550,0x3361
0x0551,0x8ab8
0x0552,0x8301
0x0553,0x8101
0x0554,0x8161
0x0555,0x3101
0x0556,0x30f8
0x0557,0x8af8
0x0558,0x3165
0x0559,0x3161
0x055a,0x3105
0x055b,0x3af8
0x055c,0x3ab8
0x055d,0x80b8
0x055e,0x3afe
0x055f,0x3abe
0x0560,0xdce1
0x0561,0xf938
0x0562,0xf911
0x0563,0xf311
0x0564,0xf155
0x0565,0xf455
0x0566,0xee2d
0x0567,0xf48e
0x0568,0xd5c5
0x0569,0xdee1
0x056a,0xd8c5
0x056b,0xd2d8
0x056c,0xf15e
0x056d,0xf318
0x056e,0xd67e
0x056f,0xe5a6
0x0570,0xdbe1
0x0571,0xf0f8
0x0572,0xf711
0x0573,0xff11
0x0574,0xf755
0x0575,0xf715
0x0576,0xe2ed
0x0577,0xfabe
0x0578,0xdde5
0x0579,0xdde1
0x057a,0xddc5
0x057b,0xe6ed
0x057c,0xfafe
0x057d,0xfaf8
0x057e,0xe6e6
0x057f,0xe6c6
0x0580,0x6961
0x0581,0xba0f
0x0582,0x8a81
0x0583,0x0401
0x0584,0x0491
0x0585,0x8aa1
0x0586,0xf06f
0x0587,0xba9f
0x0588,0x3021
0x0589,0x3031
0x058a,0x6941
0x058b,0x631d
0x058c,0x017d
0x058d,0x015d
0x058e,0x63dd
0x058f,0xf04f
0x0590,0xe2cb
0x0591,0xf01f
0x0592,0x1f55
0x0593,0xf05b
0x0594,0xf07b
0x0595,0x1f75
0x0596,0xe2ef
0x0597,0xf0df
0x0598,0xdfb9
0x0599,0xdecb
0x059a,0xe3b9
0x059b,0xdeef
0x059c,0x1fd1
0x059d,0x1f11
0x059e,0xdff3
0x059f,0xe3f3
0x05a0,0x390b
0x05a1,0x840f
0x05a2,0x0305
0x05a3,0x890b
0x05a4,0x899b
0x05a5,0x0395
0x05a6,0x396f
0x05a7,0x849f
0x05a8,0x6395
0x05a9,0x6305
0x05aa,0x399b
0x05ab,0x6361
0x05ac,0x0191
0x05ad,0x0101
0x05ae,0x6341
0x05af,0x394f
0x05b0,0x300b
0x05b1,0x8a0f
0x05b2,0x8a6b
0x05b3,0x800b
0x05b4,0x809b
0x05b5,0x8a4b
0x05b6,0x306f
0x05b7,0x8a9f
0x05b8,0x804f
0x05b9,0x806f
0x05ba,0x309b
0x05bb,0x3a6f
0x05bc,0x809f
0x05bd,0x800f
0x05be,0x3a4f
0x05bf,0x304f
0x05c0,0x308b
0x05c1,0x8a8f
0x05c2,0x8a3b
0x05c3,0x808b
0x05c4,0x308f
0x05c5,0x8a8b
0x05c6,0x303f
0x05c7,0x8a3f
0x05c8,0x803b
0x05c9,0x803f
0x05ca,0x303b
0x05cb,0x3a3f
0x05cc,0x3a8f
0x05cd,0x808f
0x05ce,0x3a3b
0x05cf,0x3a8b
0x05d0,0x398b
0x05d1,0x848f
0x05d2,0x830b
0x05d3,0x898b
0x05d4,0x398f
0x05d5,0x330f
0x05d6,0x393f
0x05d7,0x843f
0x05d8,0x336b
0x05d9,0x330b
0x05da,0x393b
0x05db,0x336f
0x05dc,0x816f
0x05dd,0x810f
0x05de,0x310b
0x05df,0x348b
0x05e0,0x3f61
0x05e1,0xba8f
0x05e2,0x8a01
0x05e3,0x8701
0x05e4,0x8761
0x05e5,0x8a61
0x05e6,0xf03f
0x05e7,0xba3f
0x05e8,0x3a05
0x05e9,0x3061
0x05ea,0x3705
0x05eb,0x3318
0x05ec,0x8118
0x05ed,0x8158
0x05ee,0x315e
0x05ef,0xfa8b
0x05f0,0xdcef
0x05f1,0xf968
0x05f2,0xf9f1
0x05f3,0x1011
0x05f4,0x10d1
0x05f5,0xf9e1
0x05f6,0xee28
0x05f7,0xf948
0x05f8,0xd913
0x05f9,0xdbdf
0x05fa,0xd0f3
0x05fb,0xd2e8
0x05fc,0x13dd
0x05fd,0x131d
0x05fe,0xd3fa
0x05ff,0xef3a
0x0600,0xdce8
0x0601,0xfc1a
0x0602,0x1a1d
0x0603,0x101d
0x0604,0x10dd
0x0605,0x1add
0x0606,0xe2fa
0x0607,0xec18
0x0608,0xdafa
0x0609,0xd8e8
0x060a,0xd0fa
0x060b,0xe6fa
0x060c,0xe818
0x060d,0xf81a
0x060e,0xe6ea
0x060f,0xe2ea
0x0610,0xdced
0x0611,0xfcfa
0x0612,0xf11d
0x0613,0xf31d
0x0614,0xf156
0x0615,0xf116
0x0616,0xe2fc
0x0617,0xf8b7
0x0618,0xd8e6
0x0619,0xd8ed
0x061a,0xd8c6
0x061b,0xe6fc
0x061c,0xf8f7
0x061d,0xf8fa
0x061e,0xe6f4
0x061f,0xe6b4
0x0620,0xeef3
0x0621,0xfb59
0x0622,0xfd13
0x0623,0xfb13
0x0624,0xeb1f
0x0625,0xed1f
0x0626,0xeeb9
0x0627,0xeb5b
0x0628,0xe5e3
0x0629,0xe5f3
0x062a,0xeee3
0x062b,0xcef3
0x062c,0xcb1f
0x062d,0xbb13
0x062e,0xcee3
0x062f,0xeec9
0x0630,0xdb2d
0x0631,0xfb3a
0x0632,0xf01d
0x0633,0xff6d
0x0634,0xf706
0x0635,0xfa56
0x0636,0xee3c
0x0637,0xfd87
0x0638,0xd6c6
0x0639,0xd2ed
0x063a,0xdda6
0x063b,0xd21a
0x063c,0xf657
0x063d,0xf21a
0x063e,0xd657
0x063f,0xe584
0x0640,0x3c63
0x0641,0x8c09
0x0642,0x8c03
0x0643,0x8803
0x0644,0xa80f
0x0645,0xac0f
0x0646,0x3c09
0x0647,0xac0b
0x0648,0x286f
0x0649,0x3863
0x064a,0x2c6f
0x064b,0x8c63
0x064c,0xa86b
0x064d,0x8869
0x064e,0xac6f
0x064f,0x2c0b
0x0650,0x3c33
0x0651,0x8c89
0x0652,0x8c83
0x0653,0x8883
0x0654,0x8833
0x0655,0x3883
0x0656,0x3c89
0x0657,0x3c83
0x0658,0x3839
0x0659,0x3833
0x065a,0x3889
0x065b,0x8c33
0x065c,0x8889
0x065d,0x8839
0x065e,0x8c39
0x065f,0x3c39
0x0660,0xe2f0
0x0661,0xfcb9
0x0662,0xfe13
0x0663,0xfcf3
0x0664,0xf8b9
0x0665,0xf559
0x0666,0xe2b2
0x0667,0xfcf9
0x0668,0xd559
0x0669,0xde13
0x066a,0xe6b2
0x066b,0xde59
0x066c,0xfe19
0x066d,0xfe59
0x066e,0xde19
0x066f,0xe2f2
0x0670,0xeef0
0x0671,0xfbb9
0x0672,0xfdf3
0x0673,0xfbf3
0x0674,0xfdb9
0x0675,0xfdf9
0x0676,0xeeb2
0x0677,0xfbf9
0x0678,0xe5f2
0x0679,0xe5f0
0x067a,0xe5b2
0x067b,0xcef0
0x067c,0xbbf9
0x067d,0xbbf3
0x067e,0xcef2
0x067f,0xeef2
0x0680,0x3b63
0x0681,0x8b09
0x0682,0x0600
0x0683,0x8d03
0x0684,0xad0f
0x0685,0x9601
0x0686,0x3b09
0x0687,0xab0b
0x0688,0x4261
0x0689,0x6260
0x068a,0x2b6f
0x068b,0x6202
0x068c,0x9205
0x068d,0x0202
0x068e,0x4205
0x068f,0x2b0b
0x0690,0xdb28
0x0691,0xfb6a
0x0692,0xf0fd
0x0693,0x196d
0x0694,0x194d
0x0695,0xf0ed
0x0696,0xee3a
0x0697,0xeb68
0x0698,0xd01a
0x0699,0xdcd8
0x069a,0xd93a
0x069b,0xd2fa
0x069c,0xd21d
0x069d,0x121c
0x069e,0xd2ea
0x069f,0xee2a
0x06a0,0x1061
0x06a1,0xb803
0x06a2,0x8abd
0x06a3,0x5a01
0x06a4,0x5a91
0x06a5,0x8acd
0x06a6,0xfc63
0x06a7,0xc80f
0x06a8,0x30ed
0x06a9,0x30fd
0x06aa,0x1041
0x06ab,0x621c
0x06ac,0x965d
0x06ad,0x065c
0x06ae,0x421d
0x06af,0xec6f
0x06b0,0x601d
0x06b1,0x885a
0x06b2,0x005d
0x06b3,0x0a5d
0x06b4,0x0a7d
0x06b5,0x007d
0x06b6,0x3c1a
0x06b7,0xa858
0x06b8,0x6add
0x06b9,0x6a1d
0x06ba,0x60dd
0x06bb,0x381a
0x06bc,0xac58
0x06bd,0x8c5a
0x06be,0x2818
0x06bf,0x2c18
0x06c0,0x331d
0x06c1,0x88ba
0x06c2,0x835d
0x06c3,0x815d
0x06c4,0x811d
0x06c5,0x315d
0x06c6,0x3cfa
0x06c7,0x88fa
0x06c8,0x3116
0x06c9,0x311d
0x06ca,0x3156
0x06cb,0x38fa
0x06cc,0x38ba
0x06cd,0x8cba
0x06ce,0x38f7
0x06cf,0x38b7
0x06d0,0xf361
0x06d1,0xb883
0x06d2,0x8a5d
0x06d3,0xb101
0x06d4,0xb161
0x06d5,0x8a1d
0x06d6,0xfc33
0x06d7,0xb833
0x06d8,0x3a56
0x06d9,0x301d
0x06da,0xf105
0x06db,0x321a
0x06dc,0x861a
0x06dd,0x865a
0x06de,0x3657
0x06df,0xf889
0x06e0,0x3b33
0x06e1,0x8b89
0x06e2,0x8603
0x06e3,0x8d83
0x06e4,0x8d33
0x06e5,0x8663
0x06e6,0x3b89
0x06e7,0x3b83
0x06e8,0x3609
0x06e9,0x3263
0x06ea,0x3d89
0x06eb,0x3209
0x06ec,0x3203
0x06ed,0x8209
0x06ee,0x3269
0x06ef,0x3b39
0x06f0,0xe2f3
0x06f1,0xfc59
0x06f2,0x1e10
0x06f3,0xfc13
0x06f4,0xec1f
0x06f5,0xde11
0x06f6,0xe2b9
0x06f7,0xec5b
0x06f8,0xdee3
0x06f9,0xdef3
0x06fa,0xe2e3
0x06fb,0xdeb9
0x06fc,0xde55
0x06fd,0x1e52
0x06fe,0xdec9
0x06ff,0xe2c9
0x0700,0xa69d
0x0701,0x2c3a
0x0702,0x264d
0x0703,0x224d
0x0704,0x236c
0x0705,0x216c
0x0706,0xa88a
0x0707,0x2c2a
0x0708,0xa30c
0x0709,0xa29d
0x070a,0xa10c
0x070b,0xac8a
0x070c,0x282a
0x070d,0x283a
0x070e,0xacaa
0x070f,0xa8aa
0x0710,0xa64d
0x0711,0x2887
0x0712,0x2646
0x0713,0x2696
0x0714,0x231c
0x0715,0x211c
0x0716,0xa83a
0x0717,0x2cea
0x0718,0xa35c
0x0719,0x269d
0x071a,0xa15c
0x071b,0x288a
0x071c,0x28ea
0x071d,0x2837
0x071e,0xacca
0x071f,0xa8ca
0x0720,0xadba
0x0721,0x2bb7
0x0722,0x2dfa
0x0723,0x2bfa
0x0724,0x2bea
0x0725,0x2dea
0x0726,0xabb7
0x0727,0x2bc7
0x0728,0xabca
0x0729,0xabba
0x072a,0xadca
0x072b,0xadf7
0x072c,0xabea
0x072d,0xabfa
0x072e,0xade7
0x072f,0xabc7
0x0730,0xc64d
0x0731,0xe887
0x0732,0x2896
0x0733,0xe696
0x0734,0xe360
0x0735,0x201c
0x0736,0xc83a
0x0737,0xec23
0x0738,0xaa5c
0x0739,0xa84d
0x073a,0xc100
0x073b,0xa66a
0x073c,0x22da
0x073d,0x2607
0x073e,0xa67a
0x073f,0xc8a3
0x0740,0x2efc
0x0741,0xeb89
0x0742,0xed33
0x0743,0xeb33
0x0744,0xeb23
0x0745,0xed23
0x0746,0x2eb4
0x0747,0xeba9
0x0748,0x25ec
0x0749,0x25fc
0x074a,0x2eec
0x074b,0xaefc
0x074c,0xcb23
0x074d,0xcb33
0x074e,0xaeec
0x074f,0x2ec4
0x0750,0x25b4
0x0751,0xeb39
0x0752,0xed39
0x0753,0xed89
0x0754,0xebe3
0x0755,0xede3
0x0756,0x2ef4
0x0757,0xebc9
0x0758,0x2620
0x0759,0x25f4
0x075a,0x2220
0x075b,0xaef4
0x075c,0xcbe3
0x075d,0xcb39
0x075e,0xa220
0x075f,0x22a2
0x0760,0xad3a
0x0761,0x2b37
0x0762,0x2557
0x0763,0x2d87
0x0764,0x2b23
0x0765,0x2243
0x0766,0x2b8a
0x0767,0x2ba9
0x0768,0xa693
0x0769,0xa51a
0x076a,0xada3
0x076b,0x2e5a
0x076c,0x2299
0x076d,0x2e17
0x076e,0xa299
0x076f,0xaba9
0x0770,0xadfa
0x0771,0x2bf7
0x0772,0x2df7
0x0773,0x2db7
0x0774,0x2c23
0x0775,0x2823
0x0776,0x2bba
0x0777,0x2ca9
0x0778,0xaca3
0x0779,0x2dba
0x077a,0xa8a3
0x077b,0xadb7
0x077c,0xac23
0x077d,0xabf7
0x077e,0xa829
0x077f,0xaca9
0x0780,0x2e3c
0x0781,0x2bb9
0x0782,0xee63
0x0783,0x2bf3
0x0784,0x2be3
0x0785,0xee43
0x0786,0x2e84
0x0787,0x2bc9
0x0788,0x4eda
0x0789,0x4e1a
0x078a,0x2e2c
0x078b,0x4e57
0x078c,0xee99
0x078d,0xee09
0x078e,0x4e77
0x078f,0x2ea4
0x0790,0xc69d
0x0791,0xec3a
0x0792,0x2c4d
0x0793,0xe24d
0x0794,0xe36c
0x0795,0x206c
0x0796,0xc88a
0x0797,0xec2a
0x0798,0xaa0c
0x0799,0xa89d
0x079a,0xc10c
0x079b,0xa60a
0x079c,0x224a
0x079d,0x226a
0x079e,0xa69a
0x079f,0xc8aa
0x07a0,0xdc2d
0x07a1,0xebfa
0x07a2,0x2cd1
0x07a3,0xeedd
0x07a4,0xef1c
0x07a5,0x2010
0x07a6,0xe23c
0x07a7,0xebea
0x07a8,0x433c
0x07a9,0x422d
0x07aa,0xd03c
0x07ab,0x426a
0x07ac,0x22d3
0x07ad,0x2213
0x07ae,0x424a
0x07af,0xe22c
0x07b0,0x4c2d
0x07b1,0x2cf3
0x07b2,0x26d1
0x07b3,0x22d1
0x07b4,0x2310
0x07b5,0x2110
0x07b6,0x223c
0x07b7,0x2ce3
0x07b8,0x4a3c
0x07b9,0x482d
0x07ba,0x403c
0x07bb,0x263c
0x07bc,0x28e3
0x07bd,0x28f3
0x07be,0x262c
0x07bf,0x222c
0x07c0,0x48a6
0x07c1,0x28b9
0x07c2,0x26d5
0x07c3,0x2675
0x07c4,0xe31c
0x07c5,0xe11c
0x07c6,0x2684
0x07c7,0xecea
0x07c8,0x4afc
0x07c9,0x4826
0x07ca,0x40fc
0x07cb,0x2634
0x07cc,0xe8ea
0x07cd,0x28f9
0x07ce,0x26ec
0x07cf,0x22ec
0x07d0,0xd8a6
0x07d1,0xedb7
0x07d2,0x2875
0x07d3,0xe576
0x07d4,0xef6c
0x07d5,0xe01c
0x07d6,0xe684
0x07d7,0xeb2a
0x07d8,0x43fc
0x07d9,0x46a6
0x07da,0xd030
0x07db,0x4607
0x07dc,0xe2da
0x07dd,0x2659
0x07de,0x42da
0x07df,0xe220
0x07e0,0x2584
0x07e1,0x2bf9
0x07e2,0xe509
0x07e3,0x2db9
0x07e4,0xece3
0x07e5,0xeed3
0x07e6,0x2e34
0x07e7,0xecc9
0x07e8,0x4243
0x07e9,0x4557
0x07ea,0x2e20
0x07eb,0x4e17
0x07ec,0xee79
0x07ed,0xee69
0x07ee,0x4299
0x07ef,0x2ea2
0x07f0,0xad8a
0x07f1,0x2b87
0x07f2,0x2e1a
0x07f3,0x2b3a
0x07f4,0x2b2a
0x07f5,0x2eda
0x07f6,0xab87
0x07f7,0x2ba7
0x07f8,0xa57a
0x07f9,0xa55a
0x07fa,0xadaa
0x07fb,0xae57
0x07fc,0x2e77
0x07fd,0x2e57
0x07fe,0xae77
0x07ff,0xaba7
0x0800,0xa9ae
0x0801,0x2928
0x0802,0x2e9e
0x0803,0x29ae
0x0804,0x29a7
0x0805,0x2f07
0x0806,0xa4a8
0x0807,0x292a
0x0808,0xaf07
0x0809,0xae9e
0x080a,0xa9a7
0x080b,0xa598
0x080c,0x2f6a
0x080d,0x2e48
0x080e,0xa70a
0x080f,0xa4aa
0x0810,0x29a8
0x0811,0x24ae
0x0812,0x2e4e
0x0813,0x292e
0x0814,0x29a9
0x0815,0x2f09
0x0816,0xa428
0x0817,0x2923
0x0818,0xaf09
0x0819,0x2e98
0x081a,0xa9a9
0x081b,0xa548
0x081c,0x2f63
0x081d,0x259e
0x081e,0xa703
0x081f,0xa4a3
0x0820,0xa79d
0x0821,0xe028
0x0822,0x2b4d
0x0823,0x2f4d
0x0824,0x2f4c
0x0825,0x296c
0x0826,0xcaa8
0x0827,0xe02a
0x0828,0xa40c
0x0829,0xad9d
0x082a,0xa79c
0x082b,0xc698
0x082c,0xe36a
0x082d,0xe248
0x082e,0xc10a
0x082f,0xcaaa
0x0830,0xa4ce
0x0831,0x24ee
0x0832,0x29ee
0x0833,0xa9ee
0x0834,0xa023
0x0835,0x20a9
0x0836,0x24c8
0x0837,0x2a23
0x0838,0xa0a9
0x0839,0x29c8
0x083a,0xaa29
0x083b,0xa4e8
0x083c,0x2023
0x083d,0x24ce
0x083e,0xaaa3
0x083f,0xa0a3
0x0840,0x492d
0x0841,0xe9e8
0x0842,0x2bd1
0x0843,0x2fd1
0x0844,0x2fd0
0x0845,0x2910
0x0846,0xe32d
0x0847,0xe9ea
0x0848,0x4f3c
0x0849,0x4e2d
0x084a,0x492c
0x084b,0xd248
0x084c,0xef1a
0x084d,0xeed8
0x084e,0xd36a
0x084f,0xe32c
0x0850,0x44a6
0x0851,0xe4ce
0x0852,0x2d75
0x0853,0x2775
0x0854,0xe3d0
0x0855,0xe010
0x0856,0xe1a6
0x0857,0xe92a
0x0858,0x4f30
0x0859,0x45a6
0x085a,0x4920
0x085b,0xd69e
0x085c,0xef6a
0x085d,0xe57e
0x085e,0xd363
0x085f,0xe320
0x0860,0x277d
0x0861,0x2a2e
0x0862,0x2776
0x0863,0x27d6
0x0864,0x2140
0x0865,0x2340
0x0866,0x2aa8
0x0867,0x2aea
0x0868,0xa190
0x0869,0xa7dd
0x086a,0xa390
0x086b,0xaa28
0x086c,0x20ea
0x086d,0x2aae
0x086e,0xaaca
0x086f,0xa0ca
0x0870,0xa74d
0x0871,0xeaae
0x0872,0x2d96
0x0873,0x2796
0x0874,0x2f40
0x0875,0x2960
0x0876,0xca28
0x0877,0xe023
0x0878,0xa400
0x0879,0xad4d
0x087a,0xa790
0x087b,0xc648
0x087c,0xe363
0x087d,0xe69e
0x087e,0xc103
0x087f,0xcaa3
0x0880,0x44ed
0x0881,0x2aef
0x0882,0xef41
0x0883,0xe741
0x0884,0xe740
0x0885,0xef40
0x0886,0x212d
0x0887,0x2ae3
0x0888,0x49ec
0x0889,0x49ed
0x088a,0x44ec
0x088b,0x232d
0x088c,0x20e3
0x088d,0x20ef
0x088e,0x232c
0x088f,0x212c
0x0890,0xa4ee
0x0891,0x24e8
0x0892,0x29ce
0x0893,0xa9e8
0x0894,0xa9ea
0x0895,0x29c7
0x0896,0xa9c8
0x0897,0x24ea
0x0898,0xa9c7
0x0899,0xa9ce
0x089a,0xa4e7
0x089b,0xa4c8
0x089c,0x29ea
0x089d,0x29e8
0x089e,0xa4ca
0x089f,0xa9ca
0x08a0,0xafed
0x08a1,0xe42f
0x08a2,0xe9ab
0x08a3,0xc92f
0x08a4,0xc923
0x08a5,0xe9a9
0x08a6,0x27ed
0x08a7,0xe423
0x08a8,0x2fc4
0x08a9,0x2fc6
0x08aa,0xafec
0x08ab,0x2fed
0x08ac,0xe923
0x08ad,0xe92f
0x08ae,0x2fec
0x08af,0x27ec
0x08b0,0x2fa6
0x08b1,0x29ef
0x08b2,0x2e7b
0x08b3,0x29cb
0x08b4,0x29c9
0x08b5,0x2f59
0x08b6,0x2f2d
0x08b7,0x29e3
0x08b8,0x4f07
0x08b9,0x4e9e
0x08ba,0x2fa4
0x08bb,0x4e48
0x08bc,0x2f13
0x08bd,0x2edf
0x08be,0x4f6a
0x08bf,0x2f2c
0x08c0,0x2f26
0x08c1,0x24cb
0x08c2,0x2edb
0x08c3,0x29eb
0x08c4,0xe0c9
0x08c5,0xe359
0x08c6,0x27a6
0x08c7,0xe0e3
0x08c8,0x4f09
0x08c9,0x4e4e
0x08ca,0x2fa2
0x08cb,0x459e
0x08cc,0xe313
0x08cd,0x257b
0x08ce,0x4f63
0x08cf,0x2f20
0x08d0,0xafe6
0x08d1,0xe42b
0x08d2,0xe92b
0x08d3,0xc92b
0x08d4,0xc9e3
0x08d5,0xe9c9
0x08d6,0x27e6
0x08d7,0xe4e3
0x08d8,0x23a2
0x08d9,0x2fe6
0x08da,0xa320
0x08db,0x27c6
0x08dc,0xe9e3
0x08dd,0xe4ab
0x08de,0x2320
0x08df,0x2120
0x08e0,0x44e6
0x08e1,0x2aeb
0x08e2,0xe795
0x08e3,0xe745
0x08e4,0xe7d0
0x08e5,0xefd0
0x08e6,0x2126
0x08e7,0xeaea
0x08e8,0x4020
0x08e9,0x44c6
0x08ea,0x4a20
0x08eb,0x21a6
0x08ec,0xe0ea
0x08ed,0x2acb
0x08ee,0x23ec
0x08ef,0x21ec
0x08f0,0xaf7d
0x08f1,0x2a28
0x08f2,0x2fdd
0x08f3,0x27dd
0x08f4,0x27dc
0x08f5,0x2fdc
0x08f6,0xa0a8
0x08f7,0x2a2a
0x08f8,0xa77c
0x08f9,0xa77d
0x08fa,0xaf7c
0x08fb,0xaaa8
0x08fc,0x202a
0x08fd,0x2028
0x08fe,0xaaaa
0x08ff,0xa0aa
0x0900,0xa99b
0x0901,0x294f
0x0902,0x4e95
0x0903,0x299b
0x0904,0x2999
0x0905,0x4f02
0x0906,0xa49f
0x0907,0x2943
0x0908,0x9f02
0x0909,0x9e95
0x090a,0xa999
0x090b,0x9591
0x090c,0x4f60
0x090d,0x4e41
0x090e,0x9700
0x090f,0xa493
0x0910,0xa9ab
0x0911,0x292f
0x0912,0x2e9b
0x0913,0x29ab
0x0914,0x292b
0x0915,0x2e4b
0x0916,0xa4af
0x0917,0x24ab
0x0918,0x2e9f
0x0919,0xae9b
0x091a,0x29af
0x091b,0xa59f
0x091c,0x259b
0x091d,0x2e4f
0x091e,0xa54f
0x091f,0xa42f
0x0920,0x9491
0x0921,0xe04f
0x0922,0x2b21
0x0923,0x4941
0x0924,0x4940
0x0925,0x2930
0x0926,0xca9f
0x0927,0xe043
0x0928,0xa480
0x0929,0xada1
0x092a,0x9490
0x092b,0x7691
0x092c,0xd360
0x092d,0xd241
0x092e,0x7100
0x092f,0xca93
0x0930,0xaa2b
0x0931,0x2a2f
0x0932,0x20ab
0x0933,0xa02f
0x0934,0xa02b
0x0935,0x202b
0x0936,0xa0af
0x0937,0x2a2b
0x0938,0x20af
0x0939,0xa0ab
0x093a,0xaaab
0x093b,0xaaaf
0x093c,0x2aab
0x093d,0x202f
0x093e,0xaa2f
0x093f,0x2aaf
0x0940,0x492f
0x0941,0xe948
0x0942,0xece1
0x0943,0xd0d1
0x0944,0xd0d0
0x0945,0xe0f0
0x0946,0xe32f
0x0947,0xe94a
0x0948,0x4963
0x0949,0x4b4f
0x094a,0x4923
0x094b,0xd22f
0x094c,0xdf6c
0x094d,0xde4d
0x094e,0xd333
0x094f,0xe323
0x0950,0x4921
0x0951,0xe928
0x0952,0xecd1
0x0953,0xe3d1
0x0954,0xe175
0x0955,0xe875
0x0956,0xe321
0x0957,0xe4ae
0x0958,0x45a5
0x0959,0x4e21
0x095a,0x44a5
0x095b,0xd24f
0x095c,0xe59e
0x095d,0xee48
0x095e,0xd69b
0x095f,0xe1a5
0x0960,0xa391
0x0961,0x2ae8
0x0962,0x2341
0x0963,0x2141
0x0964,0x2145
0x0965,0x2195
0x0966,0xa0c8
0x0967,0x2aee
0x0968,0xa141
0x0969,0xa191
0x096a,0x2191
0x096b,0xaac8
0x096c,0x2ace
0x096d,0x20e8
0x096e,0xaae8
0x096f,0x2ac8
0x0970,0xa791
0x0971,0xe02f
0x0972,0x2b41
0x0973,0x2f41
0x0974,0x2795
0x0975,0x2d95
0x0976,0xcaaf
0x0977,0xeaab
0x0978,0xad41
0x0979,0xad91
0x097a,0xa741
0x097b,0xc69f
0x097c,0xe69b
0x097d,0xe24f
0x097e,0xc64f
0x097f,0xca2f
0x0980,0x4a2f
0x0981,0xead8
0x0982,0xd9d1
0x0983,0xd4d1
0x0984,0xd4d0
0x0985,0xd9d0
0x0986,0x21e8
0x0987,0xeada
0x0988,0x4023
0x0989,0x402f
0x098a,0x4a23
0x098b,0x23e8
0x098c,0xe0da
0x098d,0xe0d8
0x098e,0x23ea
0x098f,0x21ea
0x0990,0xaa4b
0x0991,0x2a4f
0x0992,0x209b
0x0993,0xa04f
0x0994,0xa043
0x0995,0x2099
0x0996,0xa09f
0x0997,0x2a43
0x0998,0xa099
0x0999,0xa09b
0x099a,0xaa49
0x099b,0xaa9f
0x099c,0x2043
0x099d,0x204f
0x099e,0xaa93
0x099f,0xa093
0x09a0,0xa32f
0x09a1,0xe4df
0x09a2,0xe97b
0x09a3,0xc9df
0x09a4,0xc9d3
0x09a5,0xe979
0x09a6,0x212f
0x09a7,0xe4d3
0x09a8,0x23a9
0x09a9,0x23ab
0x09aa,0xa323
0x09ab,0x232f
0x09ac,0xe9d3
0x09ad,0xe9df
0x09ae,0x2323
0x09af,0x2123
0x09b0,0x2fab
0x09b1,0xe0df
