Plaintext1,Plaintext2,Ciphertext1,Ciphertext2
0x0275,0x1275,0xf7d1,0xe911
0x0276,0x1276,0x26c5,0xd5de
0x0277,0x1277,0xf0e8,0xf748
0x0278,0x1278,0xd4f0,0xdfe0
0x0279,0x1279,0xdd25,0xd7a5
0x027a,0x127a,0xd9f0,0xd1f0
0x027b,0x127b,0x26e5,0x417b
0x027c,0x127c,0xfae8,0xe318
0x027d,0x127d,0x3afb,0x365b
0x027e,0x127e,0xe1fc,0xd3da
0x027f,0x127f,0xe3fc,0xd76a
0x0280,0x1280,0x3f6d,0x341d
0x0281,0x1281,0xba88,0x8308
0x0282,0x1282,0x845d,0x8b5d
0x0283,0x1283,0x870d,0x895d
0x0284,0x1284,0x879d,0x897d
0x0285,0x1285,0x847d,0xa95d
0x0286,0x1286,0xf038,0x3168
0x0287,0x1287,0xbaa8,0x8398
0x0288,0x1288,0x39dd,0x241d
0x0289,0x1289,0x391d,0x3d1d
0x028a,0x128a,0x3f4d,0x34dd
0x028b,0x128b,0x3368,0x3668
0x028c,0x128c,0x8198,0xa308
0x028d,0x128d,0x8108,0x8208
0x028e,0x128e,0x3348,0x2168
0x028f,0x128f,0xf028,0x3148
0x0290,0x1290,0x2ec5,0x7e4f
0x0291,0x1291,0x39ff,0xf76f
0x0292,0x1292,0xff0b,0xbe6f
0x0293,0x1293,0x39bb,0xbf6f
0x0294,0x1294,0x39cb,0xbf4f
0x0295,0x1295,0xff9b,0xcf6f
0x0296,0x1296,0x2ee1,0xd54f
0x0297,0x1297,0x39ef,0xf74f
0x0298,0x1298,0xdf09,0x7f43
0x0299,0x1299,0xde9b,0x7f4f
0x029a,0x129a,0x2fb2,0x7f63
0x029b,0x129b,0xde4f,0xd74f
0x029c,0x129c,0xff4f,0xe76f
0x029d,0x129d,0xff6f,0xf56f
0x029e,0x129e,0xdf63,0xd743
0x029f,0x129f,0x2ff0,0xd763
0x02a0,0x12a0,0x398e,0x8f18
0x02a1,0x12a1,0x8488,0x8f58
0x02a2,0x12a2,0x8f5e,0x851e
0x02a3,0x12a3,0x898e,0x871e
0x02a4,0x12a4,0x89ae,0x87de
0x02a5,0x12a5,0x8f7e,0xa71e
0x02a6,0x12a6,0x3938,0x3718
0x02a7,0x12a7,0x84a8,0x8f78
0x02a8,0x12a8,0x3f7e,0xaf18
0x02a9,0x12a9,0x3f5e,0x8e18
0x02aa,0x12aa,0x39ae,0x8fd8
0x02ab,0x12ab,0x3f18,0x3518
0x02ac,0x12ac,0x8778,0xaf58
0x02ad,0x12ad,0x8758,0x8e58
0x02ae,0x12ae,0x3fd8,0x2718
0x02af,0x12af,0x3928,0x37d8
0x02b0,0x12b0,0x39be,0x8f68
0x02b1,0x12b1,0x84b8,0x8f08
0x02b2,0x12b2,0x84fe,0x8e5e
0x02b3,0x12b3,0x89be,0x876e
0x02b4,0x12b4,0x89ce,0x874e
0x02b5,0x12b5,0x84ee,0xaf5e
0x02b6,0x12b6,0x39f8,0x3768
0x02b7,0x12b7,0x84c8,0x8f98
0x02b8,0x12b8,0x89e8,0x2f5e
0x02b9,0x12b9,0x89f8,0x3e5e
0x02ba,0x12ba,0x39ce,0x8f48
0x02bb,0x12bb,0x34f8,0x3e18
0x02bc,0x12bc,0x89c8,0xa758
0x02bd,0x12bd,0x89b8,0x8558
0x02be,0x12be,0x34e8,0x2f18
0x02bf,0x12bf,0x39e8,0x3748
0x02c0,0x12c0,0x39fe,0x8f6e
0x02c1,0x12c1,0x84f8,0x3708
0x02c2,0x12c2,0x84be,0x3e58
0x02c3,0x12c3,0x39b8,0x870e
0x02c4,0x12c4,0x80ab,0x874b
0x02c5,0x12c5,0x8a2b,0xa30b
0x02c6,0x12c6,0x34be,0x376e
0x02c7,0x12c7,0x8aaf,0x8f9f
0x02c8,0x12c8,0x802f,0x230b
0x02c9,0x12c9,0x89fe,0x3e1e
0x02ca,0x12ca,0x30ab,0x8f4f
0x02cb,0x12cb,0x34fe,0x355e
0x02cc,0x12cc,0x80af,0xa10f
0x02cd,0x12cd,0x34b8,0x8518
0x02ce,0x12ce,0x3a2f,0x236f
0x02cf,0x12cf,0x302f,0x374f
0x02d0,0x12d0,0x393e,0x8f1e
0x02d1,0x12d1,0x8438,0x3758
0x02d2,0x12d2,0x3f58,0x855e
0x02d3,0x12d3,0x3988,0x875e
0x02d4,0x12d4,0x89ab,0x814b
0x02d5,0x12d5,0x839b,0xa16b
0x02d6,0x12d6,0x348e,0x371e
0x02d7,0x12d7,0x84af,0x839f
0x02d8,0x12d8,0x339b,0xa36f
0x02d9,0x12d9,0x3f1e,0x8e1e
0x02da,0x12da,0x39ab,0x834f
0x02db,0x12db,0x375e,0x351e
0x02dc,0x12dc,0x819f,0xa30f
0x02dd,0x12dd,0x8718,0x3558
0x02de,0x12de,0x334f,0x216f
0x02df,0x12df,0x392f,0x314f
0x02e0,0x12e0,0x3706,0x3416
0x02e1,0x12e1,0xba38,0x3108
0x02e2,0x12e2,0x841d,0x3d5d
0x02e3,0x12e3,0x876d,0x345d
0x02e4,0x12e4,0x8791,0x8091
0x02e5,0x12e5,0x8a91,0xa001
0x02e6,0x12e6,0xfa8e,0x316e
0x02e7,0x12e7,0xbaaf,0x8378
0x02e8,0x12e8,0x3041,0x2a61
0x02e9,0x12e9,0x3456,0x3d16
0x02ea,0x12ea,0x3f41,0x3a41
0x02eb,0x12eb,0x310e,0x366e
0x02ec,0x12ec,0x8178,0xa358
0x02ed,0x12ed,0x8168,0x3608
0x02ee,0x12ee,0x33d8,0x2118
0x02ef,0x12ef,0xf02f,0x31d8
0x02f0,0x12f0,0x4be1,0xd521
0x02f1,0x12f1,0xf9f8,0x311f
0x02f2,0x12f2,0xf961,0xfd61
0x02f3,0x12f3,0x3f11,0xf461
0x02f4,0x12f4,0x3fd1,0xf441
0x02f5,0x12f5,0xf941,0xe461
0x02f6,0x12f6,0xeeed,0x46df
0x02f7,0x12f7,0xf9e8,0x31df
0x02f8,0x12f8,0xdf30,0xd720
0x02f9,0x12f9,0xde21,0xd721
0x02fa,0x12fa,0x49f0,0xd730
0x02fb,0x12fb,0x42df,0x41df
0x02fc,0x12fc,0x33df,0x211f
0x02fd,0x12fd,0x331f,0x361f
0x02fe,0x12fe,0x4313,0x41d3
0x02ff,0x12ff,0xeffc,0x4113
0x0300,0x1300,0x2fc5,0x4f7b
0x0301,0x1301,0x3bff,0x3e1f
0x0302,0x1302,0x3f5b,0x8e1f
0x0303,0x1303,0x3bbb,0x3e5b
0x0304,0x1304,0x29bb,0x2f5b
0x0305,0x1305,0x3f7b,0xaf1f
0x0306,0x1306,0x2fe1,0x4fdf
0x0307,0x1307,0x29ff,0x2f1f
0x0308,0x1308,0x4f59,0x9fd3
0x0309,0x1309,0x4e7b,0x9fdf
0x030a,0x130a,0x2fc2,0x4f79
0x030b,0x130b,0x4edf,0x47df
0x030c,0x130c,0x3fdf,0x271f
0x030d,0x130d,0x3f1f,0x351f
0x030e,0x130e,0x4f13,0x47d3
0x030f,0x130f,0x2fe0,0x4fd3
0x0310,0x1310,0x2fe5,0x4fdb
0x0311,0x1311,0x3dbb,0x355b
0x0312,0x1312,0x3f1b,0x8e1b
0x0313,0x1313,0x3bfb,0x3e1b
0x0314,0x1314,0xe0bb,0xe35b
0x0315,0x1315,0xf37b,0xc31f
0x0316,0x1316,0x27c5,0x477b
0x0317,0x1317,0xe0ff,0xe31f
0x0318,0x1318,0xd359,0x73d3
0x0319,0x1319,0x4edb,0x9fdb
0x031a,0x131a,0xe3c2,0xd379
0x031b,0x131b,0x457b,0x47db
0x031c,0x131c,0xf3df,0xe11f
0x031d,0x131d,0x375b,0x351b
0x031e,0x131e,0xd313,0xd1d3
0x031f,0x131f,0xe3e0,0xd3d3
0x0320,0x1320,0x49e1,0x4fe1
0x0321,0x1321,0xfbf8,0xfe18
0x0322,0x1322,0x3911,0x3d11
0x0323,0x1323,0x3e11,0x3b11
0x0324,0x1324,0x2f11,0x2911
0x0325,0x1325,0x39d1,0x2411
0x0326,0x1326,0xefed,0xdfd8
0x0327,0x1327,0xe9f8,0xef18
0x0328,0x1328,0x4ff0,0x47e0
0x0329,0x1329,0x4ee1,0x47e1
0x032a,0x132a,0x49e0,0x4fe0
0x032b,0x132b,0xded8,0xd7d8
0x032c,0x132c,0xffd8,0xe718
0x032d,0x132d,0xff18,0xf518
0x032e,0x132e,0xdf1a,0xd7da
0x032f,0x132f,0xefec,0xdfda
0x0330,0x1330,0xcf25,0xaee5
0x0331,0x1331,0xfd3b,0x34fb
0x0332,0x1332,0xfb3b,0x8bfb
0x0333,0x1333,0xbb3b,0x89fb
0x0334,0x1334,0xc9ff,0xb0ef
0x0335,0x1335,0xe9bb,0xc0ff
0x0336,0x1336,0xe725,0x25e5
0x0337,0x1337,0xe4ff,0xfaef
0x0338,0x1338,0xefc2,0xc3e0
0x0339,0x1339,0xef25,0xafe5
0x033a,0x133a,0xcfe0,0xc3f0
0x033b,0x133b,0xe7a5,0x27e5
0x033c,0x133c,0xe9ff,0xeaff
0x033d,0x133d,0xfd8b,0x3dfb
0x033e,0x133e,0xefe0,0xe1e0
0x033f,0x133f,0xe7e0,0xe1f0
0x0340,0x1340,0x3e6d,0x3b6d
0x0341,0x1341,0xb888,0xb608
0x0342,0x1342,0x840d,0x8b0d
0x0343,0x1343,0x850d,0x8d0d
0x0344,0x1344,0xa70d,0xa40d
0x0345,0x1345,0x849d,0xa90d
0x0346,0x1346,0xfc38,0xf268
0x0347,0x1347,0xca88,0xc108
0x0348,0x1348,0x394d,0x246d
0x0349,0x1349,0x396d,0x3d6d
0x034a,0x134a,0x2f6d,0x296d
0x034b,0x134b,0xf368,0xf668
0x034c,0x134c,0xb198,0xc308
0x034d,0x134d,0xb108,0xb208
0x034e,0x134e,0xf348,0xe168
0x034f,0x134f,0xe038,0xe368
0x0350,0x1350,0x3506,0x3d06
0x0351,0x1351,0xb838,0xb668
0x0352,0x1352,0x846d,0x3d0d
0x0353,0x1353,0x856d,0x8d6d
0x0354,0x1354,0xa701,0xa401
0x0355,0x1355,0x8491,0xa901
0x0356,0x1356,0xf88e,0xf60e
0x0357,0x1357,0xca8f,0xc10f
0x0358,0x1358,0x3941,0x2461
0x0359,0x1359,0x3406,0x3d66
0x035a,0x135a,0x2f61,0x2961
0x035b,0x135b,0xf10e,0xf66e
0x035c,0x135c,0xb19f,0xc30f
0x035d,0x135d,0xb168,0xf608
0x035e,0x135e,0xf34f,0xe16f
0x035f,0x135f,0xe03f,0xe36f
0x0360,0x1360,0xd425,0x4de5
0x0361,0x1361,0x38fb,0xf4fe
0x0362,0x1362,0xf505,0x3515
0x0363,0x1363,0xf565,0x3715
0x0364,0x1364,0xe711,0xf1d1
0x0365,0x1365,0xef11,0xe111
0x0366,0x1366,0x21e5,0xe5e6
0x0367,0x1367,0xeaf8,0xf428
0x0368,0x1368,0xd9e0,0xdae0
0x0369,0x1369,0xd4a5,0x44e5
0x036a,0x136a,0xd4e0,0xdaf0
0x036b,0x136b,0x21c5,0xe7e6
0x036c,0x136c,0xe0f8,0xe438
0x036d,0x136d,0x38bb,0xfdfe
0x036e,0x136e,0xe3ec,0xe72c
0x036f,0x136f,0xe1ec,0xe73c
0x0370,0x1370,0x44c5,0x47c5
0x0371,0x1371,0xfdbe,0xf55e
0x0372,0x1372,0x3455,0x3d15
0x0373,0x1373,0x3555,0x3d55
0x0374,0x1374,0xe311,0xe011
0x0375,0x1375,0xf0d1,0xea11
0x0376,0x1376,0xe7c6,0xd77e
0x0377,0x1377,0xe938,0xef68
0x0378,0x1378,0xd3f0,0xd1e0
0x0379,0x1379,0x45c5,0x47e5
0x037a,0x137a,0xd0e0,0xd3e0
0x037b,0x137b,0xd57e,0xd7de
0x037c,0x137c,0xff48,0xe768
0x037d,0x137d,0xf75e,0xf51e
0x037e,0x137e,0xdf6a,0xd74a
0x037f,0x137f,0xef2c,0xdf4a
0x0380,0x1380,0x351d,0x376d
0x0381,0x1381,0x8c88,0xb088
0x0382,0x1382,0x855d,0x8e0d
0x0383,0x1383,0x8e5d,0x8f0d
0x0384,0x1384,0xaf5d,0x8f9d
0x0385,0x1385,0xa75d,0xaf0d
0x0386,0x1386,0x3838,0xfa38
0x0387,0x1387,0xa088,0xb0a8
0x0388,0x1388,0x2f1d,0x276d
0x0389,0x1389,0x3e1d,0x356d
0x038a,0x138a,0x271d,0x374d
0x038b,0x138b,0x3c38,0xf838
0x038c,0x138c,0xaa88,0xc088
0x038d,0x138d,0x8888,0xbc88
0x038e,0x138e,0x2038,0xea38
0x038f,0x138f,0x2a38,0xfa28
0x0390,0x1390,0xcf21,0xaee1
0x0391,0x1391,0xfd3f,0x34ff
0x0392,0x1392,0xfb8b,0x8bff
0x0393,0x1393,0xbb3f,0x89ff
0x0394,0x1394,0xc93f,0x89ef
0x0395,0x1395,0xe98b,0xa9ff
0x0396,0x1396,0xe721,0x25e1
0x0397,0x1397,0xe43f,0x34ef
0x0398,0x1398,0xefa2,0xafe0
0x0399,0x1399,0xefa5,0xafe1
0x039a,0x139a,0xcf20,0xaff0
0x039b,0x139b,0xef21,0x27e1
0x039c,0x139c,0xe93f,0x24ff
0x039d,0x139d,0xfb3f,0x3dff
0x039e,0x139e,0xef20,0x27e0
0x039f,0x139f,0xe720,0x27f0
0x03a0,0x13a0,0x8bf8,0x8938
0x03a1,0x13a1,0x8bb8,0x8988
0x03a2,0x13a2,0x8bbe,0x8d3e
0x03a3,0x13a3,0x8dfe,0x843e
0x03a4,0x13a4,0xa4fe,0x842e
0x03a5,0x13a5,0xa9be,0xa43e
0x03a6,0x13a6,0x3df8,0x3438
0x03a7,0x13a7,0xa9b8,0x89a8
0x03a8,0x13a8,0x29be,0xa938
0x03a9,0x13a9,0x3bbe,0x8b38
0x03aa,0x13aa,0xa9f8,0x8928
0x03ab,0x13ab,0x3bf8,0x3d38
0x03ac,0x13ac,0xa4b8,0xa988
0x03ad,0x13ad,0x8db8,0x8b88
0x03ae,0x13ae,0x29f8,0x2438
0x03af,0x13af,0x24f8,0x3428
0x03b0,0x13b0,0x3b8e,0x3e0e
0x03b1,0x13b1,0x8d88,0x8508
0x03b2,0x13b2,0x8f0e,0x856e
0x03b3,0x13b3,0x8b8e,0x8e0e
0x03b4,0x13b4,0xa98e,0xaf0e
0x03b5,0x13b5,0x8f9e,0xa76e
0x03b6,0x13b6,0x3b38,0x3e68
0x03b7,0x13b7,0xa488,0xa708
0x03b8,0x13b8,0x3f9e,0xaf68
0x03b9,0x13b9,0x3f0e,0x8e68
0x03ba,0x13ba,0x298e,0x2f0e
0x03bb,0x13bb,0x3f68,0x3568
0x03bc,0x13bc,0x8798,0xaf08
0x03bd,0x13bd,0x8708,0x8e08
0x03be,0x13be,0x3f48,0x2768
0x03bf,0x13bf,0x2938,0x2f68
0x03c0,0x13c0,0x3b3e,0x3e6e
0x03c1,0x13c1,0x8d38,0x8568
0x03c2,0x13c2,0x3f08,0x850e
0x03c3,0x13c3,0x3b88,0x3e08
0x03c4,0x13c4,0xa98b,0xaf0b
0x03c5,0x13c5,0x8f9b,0xa76b
0x03c6,0x13c6,0x3d8e,0x350e
0x03c7,0x13c7,0xa48f,0xa70f
0x03c8,0x13c8,0x3f9b,0xaf6f
0x03c9,0x13c9,0x3f6e,0x8e6e
0x03ca,0x13ca,0x298b,0x2f0b
0x03cb,0x13cb,0x370e,0x356e
0x03cc,0x13cc,0x879f,0xaf0f
0x03cd,0x13cd,0x8768,0x3508
0x03ce,0x13ce,0x3f4f,0x276f
0x03cf,0x13cf,0x293f,0x2f6f
0x03d0,0x13d0,0x8bfe,0x893e
0x03d1,0x13d1,0x3db8,0x3488
0x03d2,0x13d2,0x3bb8,0x8d8e
0x03d3,0x13d3,0x8dbe,0x848e
0x03d4,0x13d4,0xaa3b,0x842b
0x03d5,0x13d5,0xa08b,0xa43b
0x03d6,0x13d6,0x3dfe,0x343e
0x03d7,0x13d7,0xa08f,0x89af
0x03d8,0x13d8,0x208b,0xa93f
0x03d9,0x13d9,0x3bfe,0x8b3e
0x03da,0x13da,0xa03f,0x892f
0x03db,0x13db,0x3dbe,0x3d3e
0x03dc,0x13dc,0xaa8f,0xa98f
0x03dd,0x13dd,0x8df8,0x3d88
0x03de,0x13de,0x203f,0x243f
0x03df,0x13df,0x2a3f,0x342f
0x03e0,0x13e0,0x3516,0x3766
0x03e1,0x13e1,0x3888,0xfa88
0x03e2,0x13e2,0x851d,0x350d
0x03e3,0x13e3,0x355d,0x370d
0x03e4,0x13e4,0xa301,0x8f91
0x03e5,0x13e5,0xa101,0xaf01
0x03e6,0x13e6,0x383e,0xfa3e
0x03e7,0x13e7,0xa0b8,0xb0af
0x03e8,0x13e8,0x2361,0x2761
0x03e9,0x13e9,0x3556,0x3566
0x03ea,0x13ea,0x2161,0x3741
0x03eb,0x13eb,0x388e,0xf83e
0x03ec,0x13ec,0xaab8,0xc08f
0x03ed,0x13ed,0x8838,0xf888
0x03ee,0x13ee,0x20f8,0xea3f
0x03ef,0x13ef,0x2af8,0xfa2f
0x03f0,0x13f0,0xd421,0x4de1
0x03f1,0x13f1,0x38ff,0xf4f8
0x03f2,0x13f2,0xfe61,0x3511
0x03f3,0x13f3,0xf561,0x3711
0x03f4,0x13f4,0xe761,0x37d1
0x03f5,0x13f5,0xef61,0x2711
0x03f6,0x13f6,0x21e1,0xe5ed
0x03f7,0x13f7,0x2aff,0xf4e8
0x03f8,0x13f8,0xd920,0x44e0
0x03f9,0x13f9,0xd921,0x44e1
0x03fa,0x13fa,0xd420,0x44f0
0x03fb,0x13fb,0x23e1,0xe7ed
0x03fc,0x13fc,0x20ff,0xe4f8
0x03fd,0x13fd,0x3cff,0xfdf8
0x03fe,0x13fe,0x23e0,0xe7ec
0x03ff,0x13ff,0x21e0,0xe7fc
0x0400,0x1400,0xe3cb,0xd3cb
0x0401,0x1401,0xfc1f,0x1211
0x0402,0x1402,0x1355,0x5211
0x0403,0x1403,0xfc5b,0x1255
0x0404,0x1404,0xe05b,0xd355
0x0405,0x1405,0x1375,0x7311
0x0406,0x1406,0xe3ef,0xd3ef
0x0407,0x1407,0xe01f,0xd311
0x0408,0x1408,0xd3b9,0x73e3
0x0409,0x1409,0xd2cb,0x73ef
0x040a,0x140a,0xe3c9,0xd3c9
0x040b,0x140b,0xd2ef,0xd1ef
0x040c,0x140c,0x13d1,0xd111
0x040d,0x140d,0x1311,0x1611
0x040e,0x140e,0xd3f3,0xd1e3
0x040f,0x140f,0xe3e3,0xd3e3
0x0410,0x1410,0xe3c5,0xd37b
0x0411,0x1411,0xfcff,0xf21f
0x0412,0x1412,0xf35b,0xb21f
0x0413,0x1413,0xfcbb,0xf25b
0x0414,0x1414,0xfcfb,0xf21b
0x0415,0x1415,0xf31b,0xb21b
0x0416,0x1416,0xe3e1,0xd3df
0x0417,0x1417,0xf8bb,0xf65b
0x0418,0x1418,0xd2db,0x73db
0x0419,0x1419,0xd27b,0x73df
0x041a,0x141a,0xe3e5,0xd3db
0x041b,0x141b,0xd2df,0xd1df
0x041c,0x141c,0xf15b,0xf61b
0x041d,0x141d,0xf31f,0xf61f
0x041e,0x141e,0xd67b,0xd1db
0x041f,0x141f,0xe1c5,0xd17b
0x0420,0x1420,0xd0ef,0xd0df
0x0421,0x1421,0xfb68,0x1e6d
0x0422,0x1422,0xf0f1,0xf8f1
0x0423,0x1423,0x1c11,0xfcf1
0x0424,0x1424,0xd011,0xe0f1
0x0425,0x1425,0xf0e1,0xeaf1
0x0426,0x1426,0xef28,0xdf28
0x0427,0x1427,0xe968,0xdf6d
0x0428,0x1428,0xd013,0xdad3
0x0429,0x1429,0xdcdf,0xdadf
0x042a,0x142a,0xd0e3,0xd0d3
0x042b,0x142b,0xde28,0xd728
0x042c,0x142c,0x1f4d,0xd76d
0x042d,0x142d,0x1f6d,0x156d
0x042e,0x142e,0xdf3a,0xd72a
0x042f,0x142f,0xef2a,0xdf2a
0x0430,0x1430,0xcfe1,0xc2e1
0x0431,0x1431,0xfdff,0xfaff
0x0432,0x1432,0xfbbb,0xbcff
0x0433,0x1433,0xbbff,0xb0ff
0x0434,0x1434,0xbbfb,0xb0fb
0x0435,0x1435,0xfbfb,0xbcfb
0x0436,0x1436,0xe7e1,0xe6e1
0x0437,0x1437,0xfdfb,0xfafb
0x0438,0x1438,0xefe5,0xc3e5
0x0439,0x1439,0xefc5,0xc3e1
0x043a,0x143a,0xcfe5,0xc2e5
0x043b,0x143b,0xefe1,0xe1e1
0x043c,0x143c,0xfdbb,0xf8fb
0x043d,0x143d,0xfbff,0xf8ff
0x043e,0x143e,0xe7c5,0xe1e5
0x043f,0x143f,0xe7e5,0xe6e5
0x0440,0x1440,0x6b61,0x3b31
0x0441,0x1441,0xb80f,0x5601
0x0442,0x1442,0x8481,0x8b81
0x0443,0x1443,0x0d01,0x8d81
0x0444,0x1444,0x9401,0xa481
0x0445,0x1445,0x84a1,0xa981
0x0446,0x1446,0xfc6f,0x1261
0x0447,0x1447,0xca0f,0x7101
0x0448,0x1448,0x3921,0x2431
0x0449,0x1449,0x3931,0x3d31
0x044a,0x144a,0x4961,0x2931
0x044b,0x144b,0x1361,0x1661
0x044c,0x144c,0x5191,0x7301
0x044d,0x144d,0x5101,0x5201
0x044e,0x144e,0x1341,0xd161
0x044f,0x144f,0xe06f,0xd361
0x0450,0x1450,0x3e61,0x3b61
0x0451,0x1451,0xb88f,0xb60f
0x0452,0x1452,0x8401,0x8b01
0x0453,0x1453,0x8501,0x8d01
0x0454,0x1454,0x8561,0x8d61
0x0455,0x1455,0x8461,0x3d01
0x0456,0x1456,0xfc3f,0xf26f
0x0457,0x1457,0xb83f,0xb66f
0x0458,0x1458,0x3405,0x3d65
0x0459,0x1459,0x3961,0x3d61
0x045a,0x145a,0x3505,0x3d05
0x045b,0x145b,0xf36f,0xf66f
0x045c,0x145c,0xb16f,0xf60f
0x045d,0x145d,0xb10f,0xb20f
0x045e,0x145e,0xf10b,0xf66b
0x045f,0x145f,0xf88b,0xf60b
0x0460,0x1460,0xd4e1,0xd8e1
0x0461,0x1461,0xf8f8,0xf438
0x0462,0x1462,0xfe11,0xf611
0x0463,0x1463,0xf511,0xf111
0x0464,0x1464,0xf515,0xf115
0x0465,0x1465,0xf555,0xf615
0x0466,0x1466,0xe1ed,0xe52d
0x0467,0x1467,0xf8fe,0xf43e
0x0468,0x1468,0xd4c5,0xdae5
0x0469,0x1469,0xd9e1,0xdae1
0x046a,0x146a,0xd4e5,0xd8e5
0x046b,0x146b,0xe3ed,0xe72d
0x046c,0x146c,0xf8be,0xfd3e
0x046d,0x146d,0xfcf8,0xfd38
0x046e,0x146e,0xe1c6,0xe726
0x046f,0x146f,0xe1e6,0xe526
0x0470,0x1470,0xd0e1,0xd3e1
0x0471,0x1471,0xfb38,0xfe68
0x0472,0x1472,0xf011,0xf811
0x0473,0x1473,0xf211,0xfc11
0x0474,0x1474,0xf655,0xf855
0x0475,0x1475,0xfa55,0xf815
0x0476,0x1476,0xef2d,0xdf48
0x0477,0x1477,0xfd8e,0xf50e
0x0478,0x1478,0xd6c5,0xd1e5
0x0479,0x1479,0xd2e1,0xd1e1
0x047a,0x147a,0xdac5,0xd1c5
0x047b,0x147b,0xde48,0xd748
0x047c,0x147c,0xf70e,0xf56e
0x047d,0x147d,0xff68,0xf568
0x047e,0x147e,0xd59e,0xd74e
0x047f,0x147f,0xe7a6,0xd79e
0x0480,0x1480,0x6861,0x6461
0x0481,0x1481,0x8c58,0xb00f
0x0482,0x1482,0x0801,0x0b01
0x0483,0x1483,0x0c01,0x0901
0x0484,0x1484,0x9001,0x0991
0x0485,0x1485,0x9a01,0x9901
0x0486,0x1486,0x3818,0xfa6f
0x0487,0x1487,0xa058,0xb09f
0x0488,0x1488,0x4061,0x4461
0x0489,0x1489,0x6c61,0x6d61
0x048a,0x148a,0x4a61,0x6441
0x048b,0x148b,0x3c18,0xf86f
0x048c,0x148c,0xaa58,0xc00f
0x048d,0x148d,0x8858,0xbc0f
0x048e,0x148e,0x2018,0xea6f
0x048f,0x148f,0x2a18,0xfa4f
0x0490,0x1490,0xcfef,0xc2ef
0x0491,0x1491,0xfd1f,0xfa1f
0x0492,0x1492,0xfb5b,0xbc1f
0x0493,0x1493,0xbb1f,0xb01f
0x0494,0x1494,0xc91f,0xb0df
0x0495,0x1495,0xe95b,0xc01f
0x0496,0x1496,0xe7ef,0xe6ef
0x0497,0x1497,0xe41f,0xfadf
0x0498,0x1498,0xefc9,0xc3e3
0x0499,0x1499,0xefcb,0xc3ef
0x049a,0x149a,0xcfe3,0xc3f3
0x049b,0x149b,0xefef,0xe1ef
0x049c,0x149c,0xe91f,0xea1f
0x049d,0x149d,0xfb1f,0xf81f
0x049e,0x149e,0xefe3,0xe1e3
0x049f,0x149f,0xe7e3,0xe1f3
0x04a0,0x14a0,0x8c6f,0x896f
0x04a1,0x14a1,0x8c0f,0x890f
0x04a2,0x14a2,0x8c0b,0x8d6b
0x04a3,0x14a3,0x886b,0x846b
0x04a4,0x14a4,0xaa6b,0x844b
0x04a5,0x14a5,0xa00b,0xa46b
0x04a6,0x14a6,0x386f,0x346f
0x04a7,0x14a7,0xa00f,0x899f
0x04a8,0x14a8,0x200b,0xa96f
0x04a9,0x14a9,0x3c0b,0x8b6f
0x04aa,0x14aa,0xa06f,0x894f
0x04ab,0x14ab,0x3c6f,0x3d6f
0x04ac,0x14ac,0xaa0f,0xa90f
0x04ad,0x14ad,0x880f,0x8b0f
0x04ae,0x14ae,0x206f,0x246f
0x04af,0x14af,0x2a6f,0x344f
0x04b0,0x14b0,0x3b0b,0x6e05
0x04b1,0x14b1,0x8d0f,0x0501
0x04b2,0x14b2,0x0f05,0x0565
0x04b3,0x14b3,0x8b0b,0x0e05
0x04b4,0x14b4,0xa90b,0x9f05
0x04b5,0x14b5,0x0f95,0x9765
0x04b6,0x14b6,0x3b6f,0x6e61
0x04b7,0x14b7,0xa40f,0x9701
0x04b8,0x14b8,0x6f95,0x9f61
0x04b9,0x14b9,0x6f05,0x0e61
0x04ba,0x14ba,0x290b,0x4f05
0x04bb,0x14bb,0x6f61,0x6561
0x04bc,0x14bc,0x0791,0x9f01
0x04bd,0x14bd,0x0701,0x0e01
0x04be,0x14be,0x6f41,0x4761
0x04bf,0x14bf,0x296f,0x4f61
0x04c0,0x14c0,0x3b8b,0x3e0b
0x04c1,0x14c1,0x8d8f,0x850f
0x04c2,0x14c2,0x8f0b,0x856b
0x04c3,0x14c3,0x8b8b,0x8e0b
0x04c4,0x14c4,0x3b8f,0x3e0f
0x04c5,0x14c5,0x3f0f,0x850b
0x04c6,0x14c6,0x3b3f,0x3e6f
0x04c7,0x14c7,0x8d3f,0x856f
0x04c8,0x14c8,0x3f6b,0x8e6b
0x04c9,0x14c9,0x3f0b,0x8e6f
0x04ca,0x14ca,0x3b3b,0x3e6b
0x04cb,0x14cb,0x3f6f,0x356f
0x04cc,0x14cc,0x876f,0x350f
0x04cd,0x14cd,0x870f,0x8e0f
0x04ce,0x14ce,0x370b,0x356b
0x04cf,0x14cf,0x3d8b,0x350b
0x04d0,0x14d0,0x8c3f,0x893f
0x04d1,0x14d1,0x8c8f,0x898f
0x04d2,0x14d2,0x8c8b,0x8d3b
0x04d3,0x14d3,0x883b,0x843b
0x04d4,0x14d4,0x888b,0x848b
0x04d5,0x14d5,0x3c8f,0x8d8b
0x04d6,0x14d6,0x383f,0x343f
0x04d7,0x14d7,0x388f,0x348f
0x04d8,0x14d8,0x3c3b,0x8b3b
0x04d9,0x14d9,0x3c8b,0x8b3f
0x04da,0x14da,0x8c3b,0x893b
0x04db,0x14db,0x3c3f,0x3d3f
0x04dc,0x14dc,0x883f,0x3d8f
