Plaintext,Ciphertext
0x04d8,0xe99b
0x04d9,0x899f
0x04da,0xeb9b
0x04db,0x1378
0x04dc,0xc373
0x04dd,0xcba8
0x04de,0x13a8
0x04df,0x838a
0x04e0,0x8b9b
0x04e1,0xe3fc
0x04e2,0x99a8
0x04e3,0xe33b
0x04e4,0xe33f
0x04e5,0x9273
0x04e6,0x8bbc
0x04e7,0xe3fe
0x04e8,0xd2a8
0x04e9,0xd278
0x04ea,0xe39b
0x04eb,0xf378
0x04ec,0x5373
0x04ed,0x5ba8
0x04ee,0xf3a8
0x04ef,0xe3bc
0x04f0,0x839b
0x04f1,0xebfc
0x04f2,0xe93b
0x04f3,0xeb3b
0x04f4,0xe39f
0x04f5,0xe29f
0x04f6,0x83bc
0x04f7,0xe3be
0x04f8,0x823b
0x04f9,0x829b
0x04fa,0x833b
0x04fb,0x139b
0x04fc,0xc39f
0x04fd,0xcb3b
0x04fe,0x133b
0x04ff,0x83fc
0x0500,0x1221
0x0501,0x9fb8
0x0502,0x9aeb
0x0503,0xf29f
0x0504,0xf23f
0x0505,0xdaef
0x0506,0xe360
0x0507,0xddb8
0x0508,0xd966
0x0509,0x9960
0x050a,0x1201
0x050b,0x1ed9
0x050c,0xf2ba
0x050d,0xf2fa
0x050e,0x1e69
0x050f,0x8b60
0x0510,0x226f
0x0511,0x5f6a
0x0512,0x5d5b
0x0513,0x1253
0x0514,0x1293
0x0515,0x9abb
0x0516,0xaf5c
0x0517,0x9fe8
0x0518,0x9965
0x0519,0x6b6b
0x051a,0x1241
0x051b,0x2ecc
0x051c,0x1efa
0x051d,0x1e0a
0x051e,0x1ed7
0x051f,0xef55
0x0520,0x193f
0x0521,0xe3e8
0x0522,0x99e8
0x0523,0x129f
0x0524,0x123f
0x0525,0xd9e3
0x0526,0xe383
0x0527,0x8be8
0x0528,0x99e3
0x0529,0x9983
0x052a,0x193b
0x052b,0xcee2
0x052c,0x1eea
0x052d,0x1e8a
0x052e,0xca8a
0x052f,0xe388
0x0530,0xc93f
0x0531,0x8388
0x0532,0xe9bb
0x0533,0xc99b
0x0534,0x199f
0x0535,0x89bf
0x0536,0xe3e3
0x0537,0x83e8
0x0538,0xe9bf
0x0539,0xe9ff
0x053a,0xc99f
0x053b,0xc2e2
0x053c,0x12ea
0x053d,0x128a
0x053e,0xc98a
0x053f,0xeb88
0x0540,0xc23f
0x0541,0xe3bb
0x0542,0xd288
0x0543,0xc29b
0x0544,0x199b
0x0545,0xd2e8
0x0546,0xe3ff
0x0547,0x8bbb
0x0548,0x9988
0x0549,0x92e3
0x054a,0xc23b
0x054b,0x52e2
0x054c,0xf2ea
0x054d,0xf28a
0x054e,0x598a
0x054f,0xe3fb
0x0550,0xc2df
0x0551,0xc36c
0x0552,0xf3db
0x0553,0xc26b
0x0554,0xc27b
0x0555,0xd28b
0x0556,0xc3de
0x0557,0xe3eb
0x0558,0x92ef
0x0559,0x536f
0x055a,0xc2af
0x055b,0x524e
0x055c,0xf28c
0x055d,0xf2cc
0x055e,0x52ee
0x055f,0xe38f
0x0560,0xc29f
0x0561,0x83fb
0x0562,0x82fb
0x0563,0x123b
0x0564,0x129b
0x0565,0x82bb
0x0566,0xe3bf
0x0567,0x83bb
0x0568,0xe9fb
0x0569,0xe2bf
0x056a,0xc93b
0x056b,0xc2be
0x056c,0x12bc
0x056d,0x12fc
0x056e,0xc9fc
0x056f,0xebfb
0x0570,0x19df
0x0571,0xcf5c
0x0572,0x5b6b
0x0573,0x126f
0x0574,0x127f
0x0575,0x99eb
0x0576,0xcf1e
0x0577,0xefbb
0x0578,0x998f
0x0579,0x5bdf
0x057a,0x19af
0x057b,0xce4e
0x057c,0x1e8c
0x057d,0x1ecc
0x057e,0xceee
0x057f,0xefff
0x0580,0x1205
0x0581,0xd3fb
0x0582,0xd2fb
0x0583,0xf23b
0x0584,0xf29b
0x0585,0xd2bb
0x0586,0x8315
0x0587,0xd3bb
0x0588,0x8255
0x0589,0x8215
0x058a,0x1225
0x058b,0x1217
0x058c,0xf2bc
0x058d,0xf2fc
0x058e,0x1257
0x058f,0x8355
0x0590,0xc225
0x0591,0x93bb
0x0592,0xde8b
0x0593,0x529b
0x0594,0xf99b
0x0595,0xdeeb
0x0596,0xe355
0x0597,0xdbbb
0x0598,0xd260
0x0599,0xd2d0
0x059a,0x1925
0x059b,0xf2d9
0x059c,0xfeec
0x059d,0xfe8c
0x059e,0xf269
0x059f,0x8b55
0x05a0,0xc9df
0x05a1,0x1f1c
0x05a2,0xcb6b
0x05a3,0xc96b
0x05a4,0xc97b
0x05a5,0xe9eb
0x05a6,0xcf5e
0x05a7,0x8ffb
0x05a8,0xe98f
0x05a9,0xcbdf
0x05aa,0xc9af
0x05ab,0xce2e
0x05ac,0x1efc
0x05ad,0x1e0c
0x05ae,0xcebe
0x05af,0xefbf
0x05b0,0xc925
0x05b1,0xdff8
0x05b2,0x99bb
0x05b3,0x599b
0x05b4,0xf99f
0x05b5,0xd9bf
0x05b6,0x83d0
0x05b7,0xdfb8
0x05b8,0x8951
0x05b9,0xe955
0x05ba,0x1921
0x05bb,0x12d9
0x05bc,0xfeba
0x05bd,0xfefa
0x05be,0x1269
0x05bf,0x8360
0x05c0,0xc26f
0x05c1,0x13dc
0x05c2,0x13db
0x05c3,0x12db
0x05c4,0x12ab
0x05c5,0x828b
0x05c6,0xc36e
0x05c7,0x838b
0x05c8,0xe2ef
0x05c9,0xc36f
0x05ca,0xc27f
0x05cb,0xc24e
0x05cc,0x128c
0x05cd,0x12cc
0x05ce,0xc2ee
0x05cf,0xe3ef
0x05d0,0xa96b
0x05d1,0xffda
0x05d2,0xcb58
0x05d3,0xc958
0x05d4,0xc998
0x05d5,0xe9b8
0x05d6,0x2f1c
0x05d7,0xdf88
0x05d8,0xe965
0x05d9,0xab6b
0x05da,0xc945
0x05db,0x2e0c
0x05dc,0xfe8a
0x05dd,0xfeca
0x05de,0x1e17
0x05df,0x8f15
0x05e0,0xa26b
0x05e1,0xc35a
0x05e2,0xff1b
0x05e3,0xc258
0x05e4,0xc298
0x05e5,0xdefb
0x05e6,0xa36c
0x05e7,0xe3b8
0x05e8,0xd2d5
0x05e9,0x43db
0x05ea,0xc245
0x05eb,0x42cc
0x05ec,0xfefc
0x05ed,0xfe0c
0x05ee,0xf2d7
0x05ef,0xe365
0x05f0,0x22db
0x05f1,0x131a
0x05f2,0x1318
0x05f3,0x1218
0x05f4,0x1238
0x05f5,0x82f8
0x05f6,0x23dc
0x05f7,0x83f8
0x05f8,0x82d5
0x05f9,0x23db
0x05fa,0x12c5
0x05fb,0x22cc
0x05fc,0x12fa
0x05fd,0x120a
0x05fe,0x12d7
0x05ff,0x83d5
0x0600,0x8fc8
0x0601,0xedc3
0x0602,0xefc3
0x0603,0xef43
0x0604,0xef7f
0x0605,0xefaf
0x0606,0xed48
0x0607,0xedaf
0x0608,0xef7b
0x0609,0xef48
0x060a,0x8fab
0x060b,0x8f43
0x060c,0x8daf
0x060d,0x8dc3
0x060e,0x8f7f
0x060f,0xed7b
0x0610,0x8f78
0x0611,0xed73
0x0612,0xefa8
0x0613,0xeda8
0x0614,0xef73
0x0615,0xefa3
0x0616,0x8d73
0x0617,0xeda3
0x0618,0xef78
0x0619,0x8d78
0x061a,0x8fa8
0x061b,0x8fa3
0x061c,0x8da3
0x061d,0x8da8
0x061e,0x8f73
0x061f,0xed78
0x0620,0x4218
0x0621,0x9b28
0x0622,0x9328
0x0623,0xd308
0x0624,0x8f38
0x0625,0xef98
0x0626,0x6958
0x0627,0xed98
0x0628,0xce50
0x0629,0x6258
0x062a,0x1e10
0x062b,0x4253
0x062c,0x8f93
0x062d,0xd323
0x062e,0x1e56
0x062f,0xca50
0x0630,0x47f8
0x0631,0x7b90
0x0632,0x3230
0x0633,0x3330
0x0634,0x0f38
0x0635,0x0e38
0x0636,0x61b8
0x0637,0xbd98
0x0638,0x2c18
0x0639,0x45f8
0x063a,0x2018
0x063b,0x68b8
0x063c,0xba98
0x063d,0x7990
0x063e,0xa658
0x063f,0xa458
0x0640,0x4710
0x0641,0xd3f9
0x0642,0x9390
0x0643,0xd330
0x0644,0x8c08
0x0645,0xec28
0x0646,0x4519
0x0647,0x8c1a
0x0648,0xa0b0
0x0649,0x6750
0x064a,0x20f0
0x064b,0x6559
0x064c,0xec5a
0x064d,0x93b9
0x064e,0xacb9
0x064f,0x2cf9
0x0650,0x47b0
0x0651,0xd55a
0x0652,0xd828
0x0653,0xd528
0x0654,0xd508
0x0655,0x9528
0x0656,0x45b9
0x0657,0xd51a
0x0658,0x67b0
0x0659,0x41b0
0x065a,0x47f0
0x065b,0x48b9
0x065c,0x955a
0x065d,0xd85a
0x065e,0x65b9
0x065f,0x45f9
0x0660,0x4210
0x0661,0xd5f9
0x0662,0xd730
0x0663,0xd530
0x0664,0x8c38
0x0665,0x8038
0x0666,0x4319
0x0667,0x8cfa
0x0668,0x1c10
0x0669,0x4310
0x066a,0x1010
0x066b,0x4209
0x066c,0x1c38
0x066d,0xf530
0x066e,0x1009
0x066f,0x1c19
0x0670,0xf250
0x0671,0xdb93
0x0672,0xdb98
0x0673,0xd398
0x0674,0xd338
0x0675,0x9398
0x0676,0xf956
0x0677,0x9b98
0x0678,0x5250
0x0679,0xf950
0x067a,0xf210
0x067b,0xf216
0x067c,0xd393
0x067d,0xd333
0x067e,0xf256
0x067f,0x5950
0x0680,0x8ca0
0x0681,0xece4
0x0682,0xe076
0x0683,0xec76
0x0684,0xec7f
0x0685,0xe07f
0x0686,0x8c89
0x0687,0xecee
0x0688,0x80ab
0x0689,0x80a0
0x068a,0x8cab
0x068b,0x1ca0
0x068c,0xcc7f
0x068d,0xcc76
0x068e,0x1cab
0x068f,0x8c8c
0x0690,0x8fa0
0x0691,0xefe4
0x0692,0xefa6
0x0693,0xef76
0x0694,0xec4f
0x0695,0xeccf
0x0696,0x8f89
0x0697,0xec6e
0x0698,0xec4b
0x0699,0xef70
0x069a,0x8ccb
0x069b,0xefe9
0x069c,0xecde
0x069d,0xef84
0x069e,0xec6c
0x069f,0x8cdc
0x06a0,0x4758
0x06a1,0x3b93
0x06a2,0x3298
0x06a3,0x3398
0x06a4,0x3338
0x06a5,0x3238
0x06a6,0x4153
0x06a7,0x7b98
0x06a8,0x4518
0x06a9,0x4558
0x06aa,0x4718
0x06ab,0x4853
0x06ac,0x7998
0x06ad,0x3993
0x06ae,0x6858
0x06af,0x6158
0x06b0,0x0fa0
0x06b1,0xbda6
0x06b2,0xbe76
0x06b3,0xbf76
0x06b4,0xbf7f
0x06b5,0xbe7f
0x06b6,0xbd70
0x06b7,0xbdaf
0x06b8,0x0eab
0x06b9,0x0ea0
0x06ba,0x0fab
0x06bb,0xba70
0x06bc,0xbaaf
0x06bd,0xbaa6
0x06be,0xba7b
0x06bf,0xbd7b
0x06c0,0xf750
0x06c1,0xd5ba
0x06c2,0xd798
0x06c3,0xd598
0x06c4,0xd538
0x06c5,0xd738
0x06c6,0xf559
0x06c7,0xd5fa
0x06c8,0xf510
0x06c9,0xf550
0x06ca,0xf710
0x06cb,0xf729
0x06cc,0xf538
0x06cd,0xf598
0x06ce,0xf709
0x06cf,0xf519
0x06d0,0x0f78
0x06d1,0xbd73
0x06d2,0xbaa8
0x06d3,0xbda8
0x06d4,0xbf73
0x06d5,0xbe73
0x06d6,0x0d73
0x06d7,0xbda3
0x06d8,0x0ea8
0x06d9,0x0e78
0x06da,0x0fa8
0x06db,0x0a73
0x06dc,0xbaa3
0x06dd,0xba73
0x06de,0xba78
0x06df,0xbd78
0x06e0,0x8c48
0x06e1,0xe6da
0x06e2,0xecc8
0x06e3,0xe6c8
0x06e4,0xec43
0x06e5,0xecc3
0x06e6,0x8c6a
0x06e7,0xec62
0x06e8,0xec48
0x06e9,0x8648
0x06ea,0x8cc8
0x06eb,0x866a
0x06ec,0xecd2
0x06ed,0xecda
0x06ee,0xec6a
0x06ef,0x8cda
0x06f0,0x8c78
0x06f1,0xe68a
0x06f2,0xe4a8
0x06f3,0xe6a8
0x06f4,0xec73
0x06f5,0xe073
0x06f6,0x8cea
0x06f7,0xece2
0x06f8,0x80a8
0x06f9,0x8078
0x06fa,0x8ca8
0x06fb,0x1c78
0x06fc,0xcc73
0x06fd,0xc6a8
0x06fe,0x1ca8
0x06ff,0x8c8a
0x0700,0xe348
0x0701,0x8bc3
0x0702,0xee43
0x0703,0xe3c3
0x0704,0xef3f
0x0705,0xee7f
0x0706,0x8343
0x0707,0x8d3f
0x0708,0x8eab
0x0709,0x8ec8
0x070a,0xef9b
0x070b,0xea48
0x070c,0xeaaf
0x070d,0xeac3
0x070e,0xea7b
0x070f,0x8f9f
0x0710,0x8b78
0x0711,0x8ba8
0x0712,0xeaa8
0x0713,0xe3a8
0x0714,0xe3a3
0x0715,0xee73
0x0716,0x83a3
0x0717,0x8ba3
0x0718,0x8ea8
0x0719,0x8e78
0x071a,0xe378
0x071b,0x8a73
0x071c,0xeaa3
0x071d,0xea73
0x071e,0xea78
0x071f,0x8373
0x0720,0x6e58
0x0721,0xdf23
0x0722,0xd208
0x0723,0x9f28
0x0724,0x9f78
0x0725,0x8e38
0x0726,0x4e53
0x0727,0xdf73
0x0728,0x1f10
0x0729,0x4318
0x072a,0x5e60
0x072b,0x6b58
0x072c,0xea98
0x072d,0x9928
0x072e,0xcd50
0x072f,0xfe66
0x0730,0x4e18
0x0731,0x9d28
0x0732,0xde08
0x0733,0xdf08
0x0734,0xdfa8
0x0735,0xdea8
0x0736,0x6a58
0x0737,0x9d78
0x0738,0xffd0
0x0739,0x4f18
0x073a,0xfed0
0x073b,0x6d58
0x073c,0x9a78
0x073d,0x9a28
0x073e,0x5d60
0x073f,0x5a60
0x0740,0x6050
0x0741,0x9fb9
0x0742,0xd230
0x0743,0x9f90
0x0744,0x9c48
0x0745,0x8008
0x0746,0x6c59
0x0747,0x9c6a
0x0748,0x2cf0
0x0749,0x4510
0x074a,0x60e0
0x074b,0x4709
0x074c,0x1c08
0x074d,0xf330
0x074e,0x2039
0x074f,0x6ce9
0x0750,0x44b0
0x0751,0xd65a
0x0752,0xd728
0x0753,0xd628
0x0754,0x9c28
0x0755,0xd708
0x0756,0x46b9
0x0757,0x9c5a
0x0758,0x45f0
0x0759,0x45b0
0x075a,0x60b0
0x075b,0x4799
0x075c,0xf508
0x075d,0xf528
0x075e,0x4739
0x075f,0x6cb9
0x0760,0x4010
0x0761,0xdff9
0x0762,0xde30
0x0763,0xdf30
0x0764,0xdcc8
0x0765,0xd0c8
0x0766,0x4c19
0x0767,0xdcda
0x0768,0x4c80
0x0769,0x4c10
0x076a,0x4080
0x076b,0x4009
0x076c,0xfcc8
0x076d,0xff30
0x076e,0x40a9
0x076f,0x4c89
0x0770,0xfa50
0x0771,0xdf33
0x0772,0xd298
0x0773,0xdd98
0x0774,0x9f98
0x0775,0xd238
0x0776,0xfe16
0x0777,0xdf93
0x0778,0xf310
0x0779,0xf350
0x077a,0x5e50
0x077b,0xfb56
0x077c,0x9998
0x077d,0xd993
0x077e,0x5b50
0x077f,0xfe56
0x0780,0x83a0
0x0781,0xe3e4
0x0782,0xe276
0x0783,0xe376
0x0784,0xec2f
0x0785,0xe02f
0x0786,0x8389
0x0787,0xec5e
0x0788,0x800b
0x0789,0x82a0
0x078a,0x8c0b
0x078b,0x13a0
0x078c,0xcc2f
0x078d,0xc376
0x078e,0x1c0b
0x078f,0x8c1c
0x0790,0xe370
0x0791,0xe384
0x0792,0xee76
0x0793,0xe3a6
0x0794,0xec0f
0x0795,0xe04f
0x0796,0xe3e9
0x0797,0xec1e
0x0798,0x80cb
0x0799,0x8ea0
0x079a,0xec2b
0x079b,0x1fa0
0x079c,0xcc4f
0x079d,0xcf76
0x079e,0x1ccb
0x079f,0xec5c
0x07a0,0xfe50
0x07a1,0xdd93
0x07a2,0xde98
0x07a3,0xdf98
0x07a4,0xdf38
0x07a5,0xde38
0x07a6,0xfa56
0x07a7,0x9d98
0x07a8,0xff10
0x07a9,0xff50
0x07aa,0xfe10
0x07ab,0xfd56
0x07ac,0x9a98
0x07ad,0xda93
0x07ae,0x5d50
0x07af,0x5a50
0x07b0,0x83c8
0x07b1,0xebc3
0x07b2,0xe243
0x07b3,0xe343
0x07b4,0xef9f
0x07b5,0xee9f
0x07b6,0xeb48
0x07b7,0xed3f
0x07b8,0x8e3b
0x07b9,0x82c8
0x07ba,0x8f3b
0x07bb,0xe948
0x07bc,0xea3f
0x07bd,0xe9c3
0x07be,0xea9b
0x07bf,0xed9b
0x07c0,0x40b0
0x07c1,0xdc5a
0x07c2,0xd028
0x07c3,0xdc28
0x07c4,0xdc08
0x07c5,0xd008
0x07c6,0x4cb9
0x07c7,0xdc1a
0x07c8,0x4cf0
0x07c9,0x4cb0
0x07ca,0x40f0
0x07cb,0x4099
0x07cc,0xfc08
0x07cd,0xfc28
0x07ce,0x4039
0x07cf,0x4cf9
0x07d0,0x8378
0x07d1,0xeb73
0x07d2,0xe9a8
0x07d3,0xeba8
0x07d4,0xe373
0x07d5,0xe273
0x07d6,0x8b73
0x07d7,0xeba3
0x07d8,0x82a8
0x07d9,0x8278
0x07da,0x83a8
0x07db,0x8973
0x07dc,0xe9a3
0x07dd,0xe973
0x07de,0xe978
0x07df,0xeb78
0x07e0,0x8848
0x07e1,0xe5da
0x07e2,0xe4c8
0x07e3,0xe5c8
0x07e4,0xe5c3
0x07e5,0xe043
0x07e6,0x886a
0x07e7,0xe5d2
0x07e8,0x80c8
0x07e9,0x8048
0x07ea,0xe548
0x07eb,0x1c48
0x07ec,0xcc43
0x07ed,0xc6c8
0x07ee,0x1cc8
0x07ef,0xe56a
0x07f0,0x8548
0x07f1,0xe8da
0x07f2,0xe1c8
0x07f3,0xe8c8
0x07f4,0xe543
0x07f5,0xe743
0x07f6,0x856a
0x07f7,0xe562
0x07f8,0x87c8
0x07f9,0x8748
0x07fa,0x85c8
0x07fb,0x1548
0x07fc,0xc543
0x07fd,0xc8c8
0x07fe,0x15c8
0x07ff,0x85da
0x0800,0x5940
0x0801,0xd3f8
0x0802,0xfe7f
0x0803,0x5a7b
0x0804,0xfa7f
0x0805,0xfeaf
0x0806,0x8fd0
0x0807,0xd3b8
0x0808,0xf2c6
0x0809,0xf246
0x080a,0xf946
0x080b,0xef60
0x080c,0xdbb8
0x080d,0x93b8
0x080e,0x8d60
0x080f,0x8f60
0x0810,0x696b
0x0811,0x1f1a
0x0812,0xfe5f
0x0813,0x5a5b
0x0814,0x5a9b
0x0815,0xfe9f
0x0816,0x2fdc
0x0817,0x8ff8
0x0818,0xf241
0x0819,0x426f
0x081a,0x5945
0x081b,0xaf6c
0x081c,0xefb8
0x081d,0xcf5a
0x081e,0xef65
0x081f,0x8fd5
0x0820,0x59a3
0x0821,0x8f88
0x0822,0xf273
0x0823,0x5978
0x0824,0xf973
0x0825,0xf2a3
0x0826,0xefe3
0x0827,0x8fe8
0x0828,0xf9a8
0x0829,0xf9a3
0x082a,0x5973
0x082b,0xef83
0x082c,0x8de8
0x082d,0xefe8
0x082e,0xef88
0x082f,0xed88
0x0830,0x69a3
0x0831,0x0f88
0x0832,0x79e8
0x0833,0x6978
0x0834,0x4973
0x0835,0x39e3
0x0836,0xbfe3
0x0837,0x0fe8
0x0838,0x79e3
0x0839,0x7983
0x083a,0x6973
0x083b,0xaee2
0x083c,0x2eea
0x083d,0x2e8a
0x083e,0xaa8a
0x083f,0xbd88
0x0840,0x5273
0x0841,0xd388
0x0842,0x5278
0x0843,0xf2a8
0x0844,0xf278
0x0845,0xf978
0x0846,0x93e3
0x0847,0xd3e8
0x0848,0x52a8
0x0849,0x52a3
0x084a,0x59a8
0x084b,0x9383
0x084c,0xdbe8
0x084d,0x93e8
0x084e,0x9388
0x084f,0x9b88
0x0850,0x526f
0x0851,0xf3dc
0x0852,0x526b
0x0853,0xf2db
0x0854,0xf2ab
0x0855,0x527b
0x0856,0x536e
0x0857,0xd38b
0x0858,0x52af
0x0859,0x52df
0x085a,0x527f
0x085b,0x53de
0x085c,0x93eb
0x085d,0x536c
0x085e,0x938f
0x085f,0x93ef
0x0860,0x6273
0x0861,0x3388
0x0862,0x3288
0x0863,0x42a8
0x0864,0x4278
0x0865,0x32e8
0x0866,0x73e3
0x0867,0x33e8
0x0868,0x7988
0x0869,0x72e3
0x086a,0x69a8
0x086b,0x62e2
0x086c,0x42ea
0x086d,0x428a
0x086e,0x698a
0x086f,0x7b88
0x0870,0x59df
0x0871,0x1fdc
0x0872,0xf26f
0x0873,0x596b
0x0874,0x597b
0x0875,0xf27f
0x0876,0xcf6e
0x0877,0x8f8b
0x0878,0xf9af
0x0879,0xf9df
0x087a,0x59af
0x087b,0xcfde
0x087c,0xefeb
0x087d,0xcf6c
0x087e,0xef8f
0x087f,0xefef
0x0880,0x47c8
0x0881,0x3f8b
0x0882,0x3e8b
0x0883,0x4eab
0x0884,0x4e7b
0x0885,0x3eeb
0x0886,0x35d8
0x0887,0x3feb
0x0888,0x3768
0x0889,0x37d8
0x088a,0x4748
0x088b,0x47da
0x088c,0x4eec
0x088d,0x4e8c
0x088e,0x476a
0x088f,0x3568
0x0890,0xf2c0
0x0891,0xdf8b
0x0892,0x5e7b
0x0893,0xfeab
0x0894,0xfe7b
0x0895,0xfa7b
0x0896,0xd3d0
0x0897,0xdfeb
0x0898,0xf940
0x0899,0x5240
0x089a,0xf240
0x089b,0x9360
0x089c,0xddeb
0x089d,0x9feb
0x089e,0xdb60
0x089f,0xd360
0x08a0,0x6981
0x08a1,0x2f87
0x08a2,0x6be5
0x08a3,0x69e5
0x08a4,0x697b
0x08a5,0x79eb
0x08a6,0xafed
0x08a7,0x0f8b
0x08a8,0x798f
0x08a9,0x6b81
0x08aa,0x69af
0x08ab,0xae7d
0x08ac,0x2e8c
0x08ad,0x2ea7
0x08ae,0xaeee
0x08af,0xbfef
0x08b0,0x6148
0x08b1,0x33f8
0x08b2,0x7aeb
0x08b3,0x6a7b
0x08b4,0x4a7f
0x08b5,0x3aef
0x08b6,0x0cd8
0x08b7,0x33b8
0x08b8,0x3163
0x08b9,0x7168
0x08ba,0x4143
0x08bb,0x20da
0x08bc,0x42ba
0x08bd,0x42fa
0x08be,0x206a
0x08bf,0x0c68
0x08c0,0x62e1
0x08c1,0x4387
0x08c2,0x4385
0x08c3,0x4285
0x08c4,0x42ab
0x08c5,0x328b
0x08c6,0x63ed
0x08c7,0x338b
0x08c8,0x72ef
0x08c9,0x63e1
0x08ca,0x627f
0x08cb,0x627d
0x08cc,0x428c
0x08cd,0x42a7
0x08ce,0x62ee
0x08cf,0x73ef
0x08d0,0x61eb
0x08d1,0x2ff9
0x08d2,0x6db5
0x08d3,0x6ab5
0x08d4,0x6a9b
0x08d5,0x7abb
0x08d6,0x2c8c
0x08d7,0x0ff8
0x08d8,0x716b
0x08d9,0x68eb
0x08da,0x614b
0x08db,0x20ac
0x08dc,0x2efa
0x08dd,0x2e39
0x08de,0x20dc
0x08df,0x0cdb
0x08e0,0x42db
0x08e1,0xff1c
0x08e2,0x5e5b
0x08e3,0xfe1b
0x08e4,0xfe3b
0x08e5,0x5e9b
0x08e6,0x43dc
0x08e7,0xdffb
0x08e8,0x5245
0x08e9,0x626b
0x08ea,0xf2c5
0x08eb,0x636c
0x08ec,0x9fbb
0x08ed,0x5f5c
0x08ee,0x9365
0x08ef,0xd3d5
0x08f0,0x478b
0x08f1,0x4ff7
0x08f2,0x4ff5
0x08f3,0x4ef5
0x08f4,0x4e3b
0x08f5,0x3efb
0x08f6,0x458c
0x08f7,0x3ffb
0x08f8,0x37db
0x08f9,0x458b
0x08fa,0x47cb
0x08fb,0x47ac
0x08fc,0x4efc
0x08fd,0x4e37
0x08fe,0x47dc
0x08ff,0x35db
0x0900,0xa268
0x0901,0xfe53
0x0902,0xf318
0x0903,0x5e58
0x0904,0x5ee8
0x0905,0x1ff8
0x0906,0x2263
0x0907,0xfee3
0x0908,0x1fd5
0x0909,0x2fd8
0x090a,0xce55
0x090b,0xad68
0x090c,0xcdb8
0x090d,0x5b58
0x090e,0xcd65
0x090f,0x1e51
0x0910,0x1960
0x0911,0xfef3
0x0912,0xf3b8
0x0913,0xfab8
0x0914,0x5eb8
0x0915,0xf3f8
0x0916,0x12d6
0x0917,0xfeb3
0x0918,0x1fd0
0x0919,0x1f60
0x091a,0xc260
0x091b,0x1d66
0x091c,0x5bb8
0x091d,0xfbb3
0x091e,0xcd60
0x091f,0x1266
0x0920,0xc2d3
0x0921,0x1263
0x0922,0x1fd8
0x0923,0xc268
0x0924,0xcebb
0x0925,0x1f8b
0x0926,0x19d3
0x0927,0x1ebf
0x0928,0xcfef
0x0929,0xcf63
0x092a,0xceff
0x092b,0xcdd3
0x092c,0xcdeb
0x092d,0xcd68
0x092e,0xcd8f
0x092f,0x1aff
0x0930,0xc263
0x0931,0xc968
0x0932,0x13d8
0x0933,0x12d8
0x0934,0x1efb
0x0935,0x1ffb
0x0936,0xc9d3
0x0937,0xcabb
0x0938,0xcfbf
0x0939,0xc363
0x093a,0xcebf
0x093b,0xcbd3
0x093c,0xcdbb
0x093d,0xcb68
0x093e,0xcdff
0x093f,0xcaff
0x0940,0xc286
0x0941,0xc3e9
0x0942,0x1f80
0x0943,0xc2e0
0x0944,0xc05b
0x0945,0x1cdb
0x0946,0xc384
0x0947,0xcc5c
0x0948,0xcc6f
0x0949,0xcfe6
0x094a,0xc01f
0x094b,0xce74
0x094c,0x10cc
0x094d,0x1ea9
0x094e,0xc04e
0x094f,0xcc1e
0x0950,0xc7d8
0x0951,0x186a
0x0952,0x1c68
0x0953,0x1168
0x0954,0xc768
0x0955,0x1cd8
0x0956,0xc5da
0x0957,0xc56a
0x0958,0xcc63
0x0959,0xc6d8
0x095a,0xc7d3
0x095b,0xc4ca
0x095c,0x10ca
0x095d,0x104a
0x095e,0xc042
0x095f,0xc5d2
0x0960,0xc2e6
0x0961,0x1389
0x0962,0x1380
0x0963,0x1280
0x0964,0x101b
0x0965,0x1c1b
0x0966,0xc3e4
0x0967,0x1c1c
0x0968,0xcc5f
0x0969,0xc3e6
0x096a,0xc05f
0x096b,0xc274
0x096c,0x100c
0x096d,0x12a9
0x096e,0xc02e
0x096f,0xcc5e
0x0970,0xc288
0x0971,0x1283
0x0972,0x1fe8
0x0973,0x19e8
0x0974,0xc2e8
0x0975,0x1f88
0x0976,0x1988
0x0977,0x12e3
0x0978,0xcfe3
0x0979,0xcd88
0x097a,0xc283
0x097b,0xcde3
0x097c,0xcde8
0x097d,0x1de3
0x097e,0xcd83
0x097f,0x1983
0x0980,0x27d0
0x0981,0xfff9
0x0982,0xfff0
0x0983,0xfef0
0x0984,0xf0d8
0x0985,0xfcd8
0x0986,0x25d9
0x0987,0xfcda
0x0988,0x2cf5
0x0989,0x25d0
0x098a,0x20f5
0x098b,0x27c9
0x098c,0xf0ca
0x098d,0xfe39
0x098e,0x2037
0x098f,0x2cf7
0x0990,0xa760
0x0991,0x5fb9
0x0992,0xf3f0
0x0993,0x5eb0
0x0994,0x5068
0x0995,0x1c18
0x0996,0xa569
0x0997,0x5c6a
0x0998,0x2c85
0x0999,0x2cd0
0x099a,0xa0b5
0x099b,0x20c9
0x099c,0x100a
0x099d,0xf239
0x099e,0x20a7
0x099f,0xacb7
0x09a0,0xc988
0x09a1,0x19e3
0x09a2,0x13e8
0x09a3,0x12e8
0x09a4,0x1288
0x09a5,0x1388
0x09a6,0xc9e3
0x09a7,0xc9e8
0x09a8,0xc3e3
0x09a9,0xcb88
0x09aa,0xc2e3
0x09ab,0xcbe3
0x09ac,0xcbe8
0x09ad,0x1be3
0x09ae,0xcb83
0x09af,0xc983
0x09b0,0x22d8
0x09b1,0x5a58
0x09b2,0xff18
